url,name,contact,currency,created_at,updated_at,budget,is_ir35,status,budget_units,normal_billing_rate,hours_per_day,uses_project_invoice_sequence,billing_period,
https://api.freeagent.com/v2/projects/1415322,Somalia Humanitarian Emergency Response,https://api.freeagent.com/v2/contacts/4858818,GBP,2017-03-08T13:52:18.000Z,2017-03-08T13:52:18.000Z,0,FALSE,Active,Hours,600,7,FALSE,day,
https://api.freeagent.com/v2/projects/1307287,SPEDA,https://api.freeagent.com/v2/contacts/5110736,USD,2016-10-28T11:55:39.000Z,2017-08-18T11:03:47.000Z,0,FALSE,Completed,Hours,820,7,FALSE,day,
https://api.freeagent.com/v2/projects/1542505,Staff CPD,https://api.freeagent.com/v2/contacts/4712404,GBP,2017-08-17T10:03:15.000Z,2017-08-18T10:47:44.000Z,0,FALSE,Hidden,Hours,0,7,FALSE,hour,
https://api.freeagent.com/v2/projects/1331807,Staff entertainment,https://api.freeagent.com/v2/contacts/4712404,GBP,2016-11-24T10:23:49.000Z,2017-08-18T10:47:48.000Z,0,FALSE,Hidden,Hours,0,8,FALSE,hour,
https://api.freeagent.com/v2/projects/1331804,Staff insurance,https://api.freeagent.com/v2/contacts/4712404,GBP,2016-11-24T10:22:01.000Z,2017-11-28T16:06:01.000Z,0,FALSE,Active,Hours,0,8,FALSE,hour,
https://api.freeagent.com/v2/projects/1658309,Staff Leave,https://api.freeagent.com/v2/contacts/4712404,GBP,2018-01-15T20:37:57.000Z,2018-01-15T20:37:57.000Z,0,FALSE,Active,Hours,0,7,FALSE,hour,
https://api.freeagent.com/v2/projects/1377645,Staff professional suscriptions,https://api.freeagent.com/v2/contacts/4712404,GBP,2017-01-25T17:26:49.000Z,2017-08-18T10:47:52.000Z,0,FALSE,Hidden,Hours,0,8,FALSE,hour,
https://api.freeagent.com/v2/projects/1331812,Staff travel & subsistence,https://api.freeagent.com/v2/contacts/4712404,GBP,2016-11-24T10:26:28.000Z,2017-09-19T11:53:20.000Z,0,FALSE,Active,Hours,0,8,FALSE,hour,
https://api.freeagent.com/v2/projects/1219863,Statistical Development,https://api.freeagent.com/v2/contacts/4788105,USD,2016-07-04T15:10:37.000Z,2017-08-18T11:15:05.000Z,47928,FALSE,Completed,Monetary,0,8,TRUE,hour,
https://api.freeagent.com/v2/projects/1464047,Statistical Support for Baseline Data Collection,https://api.freeagent.com/v2/contacts/5702874,EUR,2017-05-09T11:02:29.000Z,2017-09-14T14:52:18.000Z,25000,FALSE,Active,Monetary,750,7,FALSE,day,
https://api.freeagent.com/v2/projects/1444577,Statistical Training Needs Assessment,https://api.freeagent.com/v2/contacts/5615659,USD,2017-04-12T16:50:39.000Z,2017-08-10T16:09:28.000Z,32900,FALSE,Active,Monetary,0,8,TRUE,hour,
https://api.freeagent.com/v2/projects/1264978,Statistics Training Workshop,https://api.freeagent.com/v2/contacts/4705253,GBP,2016-09-06T09:43:45.000Z,2017-09-20T08:37:19.000Z,630,FALSE,Completed,Monetary,0,7,FALSE,hour,
https://api.freeagent.com/v2/projects/1290782,Sudan Statistics Evidence Project,https://api.freeagent.com/v2/contacts/5050901,GBP,2016-10-07T15:06:41.000Z,2017-04-18T16:57:06.000Z,0,FALSE,Completed,Hours,0,7,FALSE,hour,
https://api.freeagent.com/v2/projects/1485236,Support for NISR,https://api.freeagent.com/v2/contacts/4705193,USD,2017-06-05T14:15:24.000Z,2017-06-05T14:15:24.000Z,10000,FALSE,Active,Monetary,115.7,7,FALSE,hour,
https://api.freeagent.com/v2/projects/1473863,Support for Nutrition survey,https://api.freeagent.com/v2/contacts/5758381,GBP,2017-05-22T10:37:36.000Z,2018-04-18T13:56:34.000Z,0,FALSE,Completed,Hours,0,8,FALSE,hour,
https://api.freeagent.com/v2/projects/1249760,Tanzania water points project,https://api.freeagent.com/v2/contacts/4903568,GBP,2016-08-15T14:17:03.000Z,2016-12-07T15:22:17.000Z,0,FALSE,Active,Hours,600,7,FALSE,day,
https://api.freeagent.com/v2/projects/1846952,Transtec ad-hoc technical services,https://api.freeagent.com/v2/contacts/4858818,GBP,2018-08-30T14:55:32.000Z,2018-08-30T14:55:32.000Z,0,FALSE,Active,Hours,95,8,FALSE,hour,
https://api.freeagent.com/v2/projects/1237276,Transtec Somalia Hum. Eval Implement,https://api.freeagent.com/v2/contacts/4858818,GBP,2016-07-27T14:58:29.000Z,2016-07-27T14:58:29.000Z,0,FALSE,Active,Hours,600,7,FALSE,day,
